@relation fot

@attribute feature0 numeric
@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute feature26 numeric
@attribute feature27 numeric
@attribute feature28 numeric
@attribute feature29 numeric
@attribute feature30 numeric
@attribute feature31 numeric
@attribute feature32 numeric
@attribute feature33 numeric
@attribute feature34 numeric
@attribute feature35 numeric
@attribute feature36 numeric
@attribute feature37 numeric
@attribute feature38 numeric
@attribute feature39 numeric
@attribute feature40 numeric
@attribute feature41 numeric
@attribute feature42 numeric
@attribute feature43 numeric
@attribute feature44 numeric
@attribute feature45 numeric
@attribute feature46 numeric
@attribute feature47 numeric
@attribute feature48 numeric
@attribute feature49 numeric
@attribute feature50 numeric
@attribute class {'a', 'b', 'c', 'd', 'e', 'f'}

@data
-0.065727256,-0.1839908,-0.5709275,-0.24484208,-0.3996659,0.04126346,0.34011197,0.12578906,0.005611496,-0.5037598,-0.8156951,-0.31676662,-0.16478471,0.016696129,-0.06635267,-0.7031691,-0.1508578,0.57506573,0.224865,0.8773898,0.19791037,0.029046344,0.07342931,0.23694308,0.113694735,0.21327198,0.33162656,-0.024286056,0.14103833,0.45031953,-0.30798864,0.016696129,0.3424429,-0.23755178,-0.02078555,-0.074757636,0.09232686,0.765593,0.044855952,-0.052730296,0.088248,-0.16253175,0.379456,-0.27410984,-0.39321718,-0.52461255,-0.24769631,-0.1011442,-0.2589676,-0.4592497,0.40292075,b
-0.8287578,0.79404217,-0.037709333,-0.74164325,-0.9375673,-0.8670255,1.1781348,-0.2850117,0.096352994,-0.7741772,-0.80454195,-0.37019804,-0.19386315,0.31563792,-0.17134659,-0.53948945,-0.16049474,-0.52211666,-0.9047788,-0.2938996,-0.44375032,0.029046344,-0.03847418,-0.47592217,-0.47939113,-0.44134498,-0.59879076,-0.12249628,-0.28877214,0.2527643,-0.5597172,0.31563792,-0.08794669,-0.23755178,-0.02078555,-0.074757636,-0.37539616,-0.5954713,-0.32935116,-0.27714008,-0.3726942,-0.16253175,-0.108036175,-0.31862864,1.0104889,0.31125996,-0.29290694,-0.15788518,-0.5721625,-0.4592497,0.7168455,a
-0.90651244,-3.3789132,2.328647,-0.8236198,2.2789848,-0.6573254,-1.7728862,0.6735235,-0.19595069,-0.6389635,-0.77757347,-0.26017815,-0.2823051,0.5149385,0.06854818,-0.26793075,-0.14505763,-1.2535845,0.15492074,-1.5953659,-0.30211094,0.029046344,-0.33391204,-0.00068305107,-0.51166725,-0.67938846,0.042444404,-0.15049864,-0.21217375,-0.43868896,-0.3709158,0.5149385,-0.08794669,0.2114303,-0.41760838,-0.24554677,-0.085449,0.06385343,-0.01616898,0.5082984,-0.08659197,0.004199842,-0.108036175,-0.5282452,-2.2296824,1.8925593,-0.5058019,-0.425057,1.4494973,-0.4592497,-1.309467,a
1.2176077,0.79404217,-0.51915795,1.2283657,0.99113435,0.15769817,-0.9460898,-0.5588789,-0.55631316,0.03707998,1.5196143,-0.41421795,-0.21773784,-1.2786958,-0.184585,0.85845166,-0.14180192,0.57506573,1.4269514,-0.2938996,0.89014983,0.3042732,-0.618427,-0.65414095,-0.6907544,0.21327198,0.30871665,-0.10324128,-0.14817323,-0.43868896,1.8946408,-1.2786958,-0.08794669,-0.23755178,-0.41760838,-0.24554677,-0.250526,-0.31698436,-0.19463436,0.5082984,-0.24553876,-0.16253175,-0.108036175,-0.57759804,1.0104889,-0.5368387,-0.55591667,-0.48795122,-0.84072185,-0.4592497,0.9860197,a
-0.34979096,0.339727,-0.023091879,-0.40608904,-0.60904056,-0.34934646,0.68091285,-0.2850117,0.0022605718,-0.6389635,-0.6876248,-0.39220205,-0.22743425,0.016696129,-0.14093016,-0.058101393,-0.14727153,0.57506573,-0.008775719,0.33078548,0.22003415,0.029046344,0.074304275,-0.00068305107,-0.28247744,0.21327198,0.18002178,-0.085918255,-0.05271549,-0.43868896,0.25840548,0.016696129,-0.08794669,-0.23755178,-0.21919549,-0.074757636,-0.11613347,0.22891594,-0.084101066,-0.27714008,-0.112018056,-0.16253175,-0.108036175,-0.5448332,-0.36851072,-0.44966134,-0.5226405,-0.44618988,-0.80674446,-0.4592497,0.95196867,f
2.0140784,0.79404217,-0.5709275,2.2281559,1.9699501,0.04126346,-1.7728862,-0.8327461,-0.7212198,-0.6389635,-0.21275163,-0.44564536,-0.4222996,-1.428249,-0.25106317,-0.8262934,-0.10123069,0.57506573,0.44195074,-0.2938996,-0.55218047,0.7629713,0.637561,0.47456816,1.0896254,0.21327198,0.13839282,-0.08131995,-0.06469772,3.1173549,-0.1821244,-1.428249,-0.08794669,-0.23755178,1.5664711,0.60839236,0.5219563,0.17450705,0.06212731,-0.27714008,0.5174038,-0.16253175,-0.108036175,2.4205182,1.0104889,-0.5368387,2.4889593,3.261089,2.268327,-0.4592497,-2.1302319,e
2.007941,0.7879841,2.742783,1.5059094,1.2676824,1.6284945,-1.7728862,3.2752316,-0.695991,-0.5037598,-1.0884149,-0.11242861,-0.50338304,0.7640565,-0.2405539,-1.4505217,-0.16022426,-2.0794227,0.26615566,-0.2938996,-0.5458375,-1.0719011,-1.1602077,-0.47592217,-0.4410926,-0.9759765,-0.52310735,-0.12249628,-0.30509654,-0.43868896,-0.68557143,0.7640565,-0.08794669,-0.23755178,-0.41760838,-0.24554677,-0.41984063,-0.64618903,-0.37310472,-0.27714008,-0.41507265,-0.16253175,-0.108036175,2.4143002,1.0058589,3.4518676,1.645924,-0.48795122,1.4118923,2.2909768,-2.1302319,f
-0.16587432,-0.4413674,-0.20031813,-0.5411542,-0.74127984,0.4334578,0.4899989,0.12578906,0.20460019,-0.6389635,-0.7323278,-0.31989983,-0.009514079,-0.033128392,-0.10829083,-0.51874787,-0.12450154,0.57506573,-0.6481938,1.2678229,0.32351,1.4969481,1.107627,0.94980836,0.456748,0.21327198,-0.08612216,-0.051633988,0.14608407,0.35154194,-0.1821244,-0.033128392,-0.08794669,-0.23755178,-0.41760838,-0.24554677,0.11983786,0.8531936,0.039099164,-0.16493312,0.12533541,-0.16253175,-0.108036175,-0.24328059,-0.65979284,-0.5225001,-0.21638586,-0.061852213,-0.49402985,-0.4592497,0.63852197,a
-0.15246339,-0.33265853,-0.3886775,-0.38164315,-0.28839898,0.7864212,-0.053100914,-0.42194533,-0.14073044,-0.5037598,-0.60251915,-0.41421795,-0.2819819,-1.3285135,-0.09159809,0.42663965,-0.15463445,0.57506573,0.35106096,0.48695675,-0.13586476,0.57949203,0.33182868,0.5933708,0.78958035,0.57033193,0.30884084,0.06278694,0.13905962,-0.24113375,1.8316638,-1.3285135,1.5618294,0.66040146,-0.21919549,-0.1601489,-0.19444086,-0.15284708,-0.19003293,0.28389484,-0.23387744,1.8382025,1.9115701,-0.22717397,-0.9559329,-0.32963178,-0.4768383,-0.48795122,-0.11392656,0.44832522,-0.025751334,f
-1.1664855,0.07681253,-0.9786738,-1.132696,-1.3204579,-0.4826789,1.3678861,2.3166966,5.583652,-0.7741772,-0.874003,0.64832294,3.9375687,0.7640565,3.838792,-0.8443634,-0.16050476,-1.7107155,-2.2405949,-0.2938996,-0.36031538,0.029046344,0.11565392,-0.47592217,-0.47063318,-0.8998623,-1.5814538,-0.12249628,-0.253463,-0.43868896,-0.68557143,0.7640565,-0.08794669,-0.23755178,-0.41760838,-0.24554677,-0.39444095,-0.5917801,-0.37310472,-0.27714008,-0.38964158,-0.16253175,-0.108036175,-0.57759804,0.5378743,-0.5368387,-0.55591667,-0.48795122,-0.84072185,-0.08252469,0.8684276,a
2.0140784,0.79404217,-0.9851538,1.3862327,1.1457546,1.904193,-1.7728862,-0.8327461,-0.7212198,-0.5037598,0.970829,-0.4362219,-0.29173216,-1.2786958,-0.13080603,-1.6979123,2.2992935,0.57506573,0.44195074,-0.2938996,-0.55218047,2.781323,2.797844,2.7319765,2.2252536,2.296118,2.0543292,0.27212864,0.69598067,-0.043573525,1.6429323,-1.2786958,-0.08794669,-0.23755178,-0.21919549,-0.1601489,2.8785522,2.2281415,3.0108204,-0.27714008,2.8867617,-0.16253175,-0.108036175,2.4205182,1.0104889,-0.51571447,2.172846,0.7682284,1.9456184,0.57716084,-2.1302319,f
-0.40164444,0.37218976,-0.7335673,-0.29852298,-0.41806814,-0.6118616,0.6141912,-0.011146539,-0.20068239,0.03707998,-0.37694415,-0.12499721,-0.20202966,0.6145837,-0.06326701,-1.6139872,-0.16015415,-1.7759924,-1.3139763,-0.2938996,-0.5177356,-1.34706,-0.9350206,-0.47592217,-0.4709438,-0.8906408,-1.163612,-0.12249628,-0.3053164,-0.43868896,-0.49678007,0.6145837,-0.08794669,-0.23755178,-0.41760838,-0.24554677,-0.41984063,-0.64618903,-0.37310472,-0.27714008,-0.41507265,-0.16253175,-0.108036175,0.063085996,0.6969294,-0.40547976,0.04120024,-0.48795122,-0.15654495,-0.1454101,0.20229617,e
-0.079634294,0.391649,0.2930097,-0.05692773,-0.2672107,-0.41115433,0.40048456,-0.2850117,-0.080424145,-0.6389635,-0.7054598,-0.39220205,-0.26063904,-0.033128392,-0.16058418,0.05392908,-0.1502167,0.57506573,-0.113061704,0.33078548,0.19041416,0.029046344,-0.13080111,-0.47592217,-0.41161218,0.21327198,0.043636464,-0.10324128,-0.087700315,-0.43868896,0.3213326,-0.033128392,-0.08794669,-0.23755178,-0.41760838,-0.24554677,-0.1383557,0.084140494,-0.10712721,-0.27714008,-0.1332123,-0.16253175,-0.108036175,-0.55964607,-0.31929615,-0.25022653,-0.537684,-0.46507326,-0.6173192,-0.4592497,0.7621045,e
0.244033,0.79404217,-0.3638193,0.33393562,0.115463994,-0.42446002,0.06449539,-0.42194533,-0.23259546,-0.36854613,-0.5522596,-0.41421795,-0.32509854,-0.9299625,-0.09174005,-0.012128117,-0.14512776,0.57506573,0.5137349,0.48695675,0.1431422,0.029046344,-0.05845893,-0.76106435,-0.54699975,0.25789914,0.32640097,-0.11046595,-0.108071215,0.45031953,0.88771677,-0.9299625,-0.08794669,2.4563296,-0.02078555,0.09603151,-0.117192626,0.06477575,-0.12555291,0.17167743,-0.11414647,-0.16253175,-0.108036175,-0.57759804,1.0104889,-0.5368387,-0.55591667,-0.48795122,-0.84072185,-0.4592497,0.9860197,c
-0.5851007,0.29987016,-0.59273094,-0.4913025,-0.54607195,-0.5592709,0.7075953,-0.2850117,-0.20044477,2.3356676,1.0948904,1.6291143,0.46775466,0.46511078,-0.13697954,0.66640264,-0.15875167,0.57506573,0.39945933,0.95548034,0.1779754,0.029046344,-0.19688818,-0.30482897,0.31654057,0.21327198,0.082122825,-0.090396695,0.09830463,-0.24113375,-0.4338529,0.46511078,0.19898038,-0.23755178,-0.21919549,-0.1601489,-0.25582176,-0.23215464,-0.21536079,-0.27714008,-0.25824928,0.17093046,0.17052366,-0.57759804,-0.40625444,-0.4318751,-0.55591667,-0.48795122,-0.45890796,-0.4592497,0.6033216,f
-0.17434438,-0.012097426,-0.5709275,0.008671328,-0.18424624,-0.2551053,0.26494214,0.39965627,0.24049076,-0.36854613,-0.66274625,-0.3104764,-0.20784749,0.6644113,-0.20679209,0.46970358,-0.16087541,-0.79640496,-1.1797624,-0.2938996,-0.07101733,-0.85167396,0.16619168,-0.47592217,-0.47476164,-0.4218266,-0.758891,-0.12249628,-0.20041138,-0.43868896,-0.5597172,0.6644113,-0.016215425,-0.23755178,0.17762043,0.010636268,-0.3701004,-0.5401421,-0.33049655,-0.27714008,-0.36951652,-0.16253175,-0.03839872,-0.5555543,-0.4739691,-0.4488542,-0.533532,-0.45985812,-0.15489972,0.34822592,0.046558954,b
1.7689791,0.79404217,-0.6983833,2.0662043,1.8114233,-0.24533756,-1.5185126,-0.5588789,-0.6535711,-0.09812873,0.047634304,-0.40163743,-0.38347092,-1.6275194,-0.2516134,-0.79759777,-0.11611682,0.57506573,0.8907928,-0.2938996,-0.12732121,0.029046344,-0.77924466,0.13509955,0.30969653,0.21327198,-0.039075118,-0.05932951,-0.03535554,2.0307314,0.76185256,-1.6275194,-0.08794669,-0.23755178,-0.41760838,-0.24554677,0.3537009,0.22891594,-0.0069572246,-0.16493312,0.35951126,-0.16253175,-0.108036175,1.5288376,1.0104889,-0.48526365,1.5833431,1.9990687,1.343631,-0.3301552,-1.2437651,c
-0.23031011,-0.1772494,-0.47094387,-0.05692773,-0.10276944,-0.3120395,0.21474658,0.39965627,0.22545888,-0.36854613,-0.67804915,-0.3104764,-0.21394545,0.6644113,-0.2036448,0.39785215,-0.16080527,-0.79640496,-1.1796654,-0.2938996,-0.0949781,-0.85167396,0.014586442,-0.47592217,-0.4683585,-0.4218266,-0.7678418,-0.12249628,-0.2051603,-0.43868896,-0.5597172,0.6644113,-0.016215425,-0.23755178,-0.02078555,-0.074757636,-0.36904123,-0.53461015,-0.32589507,-0.27714008,-0.3673981,-0.16253175,-0.03839872,-0.5362483,-0.42823446,-0.3717906,-0.5139254,-0.43524516,-0.1331409,0.2292578,0.06188742,c
-0.37548754,0.79404217,-0.7521559,-0.42899305,-0.6314728,0.15769817,0.50088596,-0.5588789,-0.19899839,-0.09812873,0.13893443,-0.37963343,-0.15408634,-0.88013494,-0.09242893,-0.4621824,-0.12859873,1.4893956,1.0617849,2.8295355,1.3379096,0.029046344,-0.0026622762,0.13509955,-0.07265629,0.69394845,0.7238474,-0.03266085,0.27731702,-0.43868896,1.3912237,-0.88013494,-0.08794669,-0.23755178,-0.41760838,-0.24554677,-0.10872939,0.48249447,-0.036894407,2.1914446,-0.10354436,-0.16253175,-0.108036175,-0.57759804,1.0104889,-0.47958404,-0.55591667,-0.48795122,-0.84072185,0.018418986,0.8369192,f
1.2176077,0.79404217,-0.51915795,1.2283657,0.99113435,0.15769817,-0.9460898,-0.5588789,-0.55631316,0.5779198,1.9069604,-0.13757773,0.069514826,-1.5777017,-0.17484602,0.54398197,-0.13918732,0.57506573,2.4127364,-0.2938996,1.0244107,0.029046344,-1.3652079,-1.0699848,-0.98357475,0.21327198,-0.1891029,-0.1689545,-0.36909705,-0.43868896,2.2722037,-1.5777017,-0.08794669,-0.23755178,-0.41760838,-0.24554677,-0.24312194,-0.26626667,-0.18542151,0.7327124,-0.23811427,-0.16253175,-0.108036175,-0.57759804,1.0104889,-0.5368387,-0.55591667,-0.48795122,-0.84072185,-0.4592497,0.9860197,a
-1.1435714,-0.17001848,-0.95186263,-1.1055338,-1.2938311,0.68163747,0.8847718,5.0553684,10.249325,-0.7741772,-0.8455976,2.8865697,11.713759,0.7640565,1.2997239,2.2159803,-0.16175696,-1.9185553,-2.562863,-0.2938996,-1.1656215,0.029046344,0.04369265,-0.47592217,-0.4549911,-0.88689256,-1.6298813,-0.12249628,-0.4017019,-0.43868896,-0.68557143,0.7640565,-0.08794669,-0.23755178,-0.41760838,-0.24554677,-0.38914517,-0.5272375,-0.34316546,-0.27714008,-0.3843455,-0.16253175,-0.108036175,-0.57759804,-0.9738381,-0.5368387,-0.55591667,-0.48795122,-0.5218453,1.3326004,0.107077286,d
-0.6999988,-0.24919164,-0.43285537,-0.8586956,-0.9147958,0.04126346,0.7994661,-0.14807814,0.09315549,-0.6389635,-0.597033,-0.3356255,-0.14471318,-0.7804897,0.5373101,-1.1402124,-0.11552579,1.0322646,0.35207775,2.8295355,1.6641179,0.029046344,0.38916612,-0.47592217,-0.39102998,0.21327198,0.59252423,-0.07545813,0.2669947,-0.43868896,1.2652696,-0.7804897,0.19898038,-0.23755178,-0.41760838,-0.24554677,0.21190424,2.604314,0.2716853,1.1814882,0.1867897,3.5055134,0.379456,-0.57759804,-2.0922701,-0.20990111,-0.55591667,-0.48795122,-0.012486938,-0.17284207,0.06646926,c
-1.0097079,-2.8882499,2.742783,-1.1102312,-1.1612114,-0.100432724,1.0751301,1.768962,1.4248283,-0.5037598,-0.8444923,0.47227916,0.71801883,0.36546555,5.9049964,-1.6358098,-0.16011406,-1.7564287,-1.9617087,-0.2938996,-0.51799446,-1.0719011,-1.339444,-0.47592217,-0.4794713,-0.9719409,-1.4692843,-0.12249628,-0.30751497,-0.33991137,-0.24505155,0.36546555,-0.08794669,-0.23755178,-0.21919549,-0.074757636,-0.3838594,-0.545674,-0.3339526,-0.27714008,-0.3811679,-0.16253175,-0.108036175,-0.47912312,-1.6828096,3.4518676,-0.5450553,-0.48658943,-0.7141829,0.3141824,0.6177639,e
-0.13693397,0.007638246,-0.54990524,0.03373093,-0.178448,-0.25188336,0.25849018,0.39965627,0.22974633,-0.36854613,-0.6540849,-0.3104764,-0.21157524,0.6644113,-0.20844276,0.50857633,-0.16087541,-1.3450108,-1.277082,-0.2938996,-0.049697284,-0.85167396,0.28474632,-0.47592217,-0.48368993,-0.6676753,-0.8017514,-0.12249628,-0.19880642,-0.43868896,-0.5597172,0.6644113,-0.08794669,-0.23755178,-0.02078555,-0.074757636,-0.37327787,-0.5558176,-0.33049655,-0.27714008,-0.37057576,-0.16253175,-0.108036175,-0.53317946,-0.50988865,-0.4186625,-0.5108164,-0.43134138,-0.10375685,0.28025836,0.016518561,c
-0.19043541,0.01160965,-0.6274142,-0.029594576,-0.24045028,-0.2551053,0.31505537,0.39965627,0.2649137,-0.36854613,-0.6319896,-0.3104764,-0.1938739,0.6644113,-0.204129,0.51449084,-0.16091546,-1.0707321,-1.2350554,-0.2938996,-0.055974327,-0.85167396,0.20900029,-0.47592217,-0.4709438,-0.5857257,-0.80039585,-0.12249628,-0.19654188,-0.43868896,-0.5597172,0.6644113,-0.016215425,-0.23755178,-0.02078555,-0.074757636,-0.3764553,-0.5622797,-0.3339526,-0.27714008,-0.3748126,-0.16253175,-0.03839872,-0.55505276,-0.4821484,-0.50685626,-0.53303057,-0.45922264,-0.1394275,0.1412465,0.095661834,a
-0.64099485,0.3245818,-0.3638193,-0.63419974,-0.83237624,-0.051880624,0.76271987,-0.011146539,0.15830609,-0.5037598,-0.22459808,-0.25388786,0.03034352,0.31563792,-0.11404617,1.9931654,-0.1592726,0.57506573,1.1266646,0.5984951,1.104374,0.57949203,-0.008007742,-0.1194846,-0.20682234,0.21327198,0.6207529,-0.09605548,0.18328395,-0.43868896,-0.1191873,0.31563792,-0.016215425,1.1093836,0.37603334,0.60839236,-0.25898924,0.05094295,-0.22457364,0.5082984,-0.26036772,-0.16253175,0.031243736,-0.57759804,-0.88758373,-0.12774572,-0.55591667,-0.48795122,-0.6812887,-0.4592497,0.82621974,c
-0.4367624,0.61347264,-0.1248522,-0.26508093,-0.47099265,0.39951548,0.26236957,0.12578906,-0.09540747,-0.6389635,-0.7369096,-0.3639197,-0.35433862,0.6145837,-0.13110314,2.422683,-0.15975344,0.57506573,0.7325539,0.0965237,1.4672397,0.7629713,-0.11783829,-0.47592217,-0.4606928,0.21327198,0.49369293,-0.11330615,0.17355527,-0.43868896,-0.49678007,0.6145837,-0.08794669,-0.23755178,0.9712621,0.9499574,-0.29497048,-0.32712787,-0.2556583,2.864645,-0.33560178,-0.16253175,-0.108036175,-0.4742189,0.31432667,-0.2617552,-0.4509234,-0.3561911,-0.7335168,-0.11500094,0.7711054,b
